"","Variable","Coefficient","Protein"
"443","cg16200513",0.00151638472633844,"CXCL9_FOM1"
"444","cg16248169",0.00161419704832783,"CXCL9_FOM1"
"445","cg16270385",0.00211514323818782,"CXCL9_FOM1"
"446","cg16318983",0.000876549927057109,"CXCL9_FOM1"
"447","cg16371598",0.00153797098510879,"CXCL9_FOM1"
"448","cg16414561",5.81013895954172e-05,"CXCL9_FOM1"
"449","cg16431713",0.00444972723520707,"CXCL9_FOM1"
"450","cg16522370",-0.00355154155865985,"CXCL9_FOM1"
"451","cg16611264",0.000502193998568301,"CXCL9_FOM1"
"452","cg16642894",0.00121257289853592,"CXCL9_FOM1"
"453","cg16680922",0.000101724940931588,"CXCL9_FOM1"
"454","cg16685760",-0.000410513413777811,"CXCL9_FOM1"
"455","cg16697940",0.000581540843711695,"CXCL9_FOM1"
"456","cg16796150",-0.00031724833609802,"CXCL9_FOM1"
"457","cg16803185",-0.000269771247969202,"CXCL9_FOM1"
"458","cg16829640",0.00728950006005862,"CXCL9_FOM1"
"459","cg16841966",-2.25833180726443e-05,"CXCL9_FOM1"
"460","cg16890879",0.000458954890081902,"CXCL9_FOM1"
"461","cg16975981",-0.00119494370315669,"CXCL9_FOM1"
"462","cg17192679",0.000970499088501613,"CXCL9_FOM1"
"463","cg17197278",0.00367112185743282,"CXCL9_FOM1"
"464","cg17203703",0.00228050103036285,"CXCL9_FOM1"
"465","cg17394901",0.000439749442995312,"CXCL9_FOM1"
"466","cg17398312",-0.00421291485403057,"CXCL9_FOM1"
"467","cg17398485",-0.000626797149576686,"CXCL9_FOM1"
"468","cg17560693",-0.000787491345103264,"CXCL9_FOM1"
"469","cg17588373",0.00150921097715804,"CXCL9_FOM1"
"470","cg17602500",-0.0044712606476587,"CXCL9_FOM1"
"471","cg17726418",-0.000415233346898302,"CXCL9_FOM1"
"472","cg17740541",-0.00186409173827687,"CXCL9_FOM1"
"473","cg17868751",0.00108118940624058,"CXCL9_FOM1"
"474","cg17878135",-0.00285605141256253,"CXCL9_FOM1"
"475","cg17878899",-0.00997736316096757,"CXCL9_FOM1"
"476","cg18096738",0.000668764008163435,"CXCL9_FOM1"
"477","cg18105344",-0.0037927894795211,"CXCL9_FOM1"
"478","cg18118743",-0.00278848066419883,"CXCL9_FOM1"
"479","cg18123612",-0.00440845738778524,"CXCL9_FOM1"
"480","cg18153989",-0.00235294071156415,"CXCL9_FOM1"
"481","cg18389023",-0.00045292773924094,"CXCL9_FOM1"
"482","cg18731813",0.00111061584142082,"CXCL9_FOM1"
"483","cg18757172",0.000598820962132445,"CXCL9_FOM1"
"484","cg18817485",0.00209285164433699,"CXCL9_FOM1"
"485","cg18818432",-0.00123760978024891,"CXCL9_FOM1"
"486","cg18974084",-0.000386957183630922,"CXCL9_FOM1"
"487","cg18976803",-0.000948205987366274,"CXCL9_FOM1"
"488","cg19023309",8.56541540199322e-05,"CXCL9_FOM1"
"489","cg19041137",0.000692553927443736,"CXCL9_FOM1"
"490","cg19267533",0.000420552617951807,"CXCL9_FOM1"
"491","cg19441529",0.000240700336815269,"CXCL9_FOM1"
"492","cg19500599",0.00246379791517419,"CXCL9_FOM1"
"493","cg19502843",-0.00272291094631389,"CXCL9_FOM1"
"494","cg19635884",0.00115713510738712,"CXCL9_FOM1"
"495","cg19637159",0.00431592026686734,"CXCL9_FOM1"
"496","cg19639792",-0.00113685584409582,"CXCL9_FOM1"
"497","cg19718903",0.00346673819410132,"CXCL9_FOM1"
"498","cg19748438",0.000189862551478122,"CXCL9_FOM1"
"499","cg19794163",0.00239696736821157,"CXCL9_FOM1"
"500","cg19836906",0.00236091129933816,"CXCL9_FOM1"
"501","cg19846758",0.00119024652318379,"CXCL9_FOM1"
"502","cg19860695",-0.00574155262822411,"CXCL9_FOM1"
"503","cg19878017",-0.000968385625647869,"CXCL9_FOM1"
"504","cg19885926",0.000684182284523106,"CXCL9_FOM1"
"505","cg20064153",0.000509111700007126,"CXCL9_FOM1"
"506","cg20081453",0.000496441141037048,"CXCL9_FOM1"
"507","cg20154346",-0.000894445003735487,"CXCL9_FOM1"
"508","cg20208052",-0.00156270129300424,"CXCL9_FOM1"
"509","cg20262712",-0.00549796792249387,"CXCL9_FOM1"
"510","cg20281601",0.00492646500811422,"CXCL9_FOM1"
"511","cg20477705",-0.0132936479606961,"CXCL9_FOM1"
"512","cg20492222",-0.00133117481728767,"CXCL9_FOM1"
"513","cg20508345",-0.00168652892976978,"CXCL9_FOM1"
"514","cg20509119",0.000714499864612846,"CXCL9_FOM1"
"515","cg20569128",0.0036242625152142,"CXCL9_FOM1"
"516","cg20664065",-0.00396325289926994,"CXCL9_FOM1"
"517","cg20686207",-4.54409004648696e-05,"CXCL9_FOM1"
"518","cg20781383",0.00187137774642412,"CXCL9_FOM1"
"519","cg20931907",0.00407622622361274,"CXCL9_FOM1"
"520","cg20950932",-0.00091117246199208,"CXCL9_FOM1"
"521","cg20958732",0.00075311949489449,"CXCL9_FOM1"
"522","cg21021766",-0.00246864485351875,"CXCL9_FOM1"
"523","cg21109542",0.00142966965156067,"CXCL9_FOM1"
"524","cg21111568",0.00510740902227307,"CXCL9_FOM1"
"525","cg21142075",0.000128490089929383,"CXCL9_FOM1"
"526","cg21154599",0.0005483235172827,"CXCL9_FOM1"
"527","cg21156383",-0.00348012490795952,"CXCL9_FOM1"
"528","cg21159768",-0.000401092227327712,"CXCL9_FOM1"
"529","cg21180513",0.000779050166718096,"CXCL9_FOM1"
"530","cg21206555",-0.000747932446646259,"CXCL9_FOM1"
"531","cg21306973",0.00209475043999946,"CXCL9_FOM1"
"532","cg21337832",-0.000391009343976873,"CXCL9_FOM1"
"533","cg21380015",0.00597293248867097,"CXCL9_FOM1"
"534","cg21398507",-0.00134214563855612,"CXCL9_FOM1"
"535","cg21544051",0.00101460608356003,"CXCL9_FOM1"
"536","cg21747330",-0.00157004094196424,"CXCL9_FOM1"
"537","cg21799736",-0.000857117835160963,"CXCL9_FOM1"
"538","cg21892973",-0.00588590156176436,"CXCL9_FOM1"
"539","cg21939789",0.00992701777777989,"CXCL9_FOM1"
"540","cg21940586",0.00300436374491881,"CXCL9_FOM1"
"541","cg21999614",0.00409970411646772,"CXCL9_FOM1"
"542","cg22010317",-0.00122031210758832,"CXCL9_FOM1"
"543","cg22010791",0.000509737996993186,"CXCL9_FOM1"
"544","cg22090245",-0.000656300084836847,"CXCL9_FOM1"
"545","cg22170936",-0.00237015013582754,"CXCL9_FOM1"
"546","cg22207322",-0.000859784662862311,"CXCL9_FOM1"
"547","cg22647743",-0.00132092113406168,"CXCL9_FOM1"
"548","cg22660483",-0.000158574985809128,"CXCL9_FOM1"
"549","cg22731373",-0.00285025679114171,"CXCL9_FOM1"
"550","cg22759686",-0.00200794245504008,"CXCL9_FOM1"
"551","cg22762309",-0.00283674539452371,"CXCL9_FOM1"
"552","cg22776771",0.00019860367054336,"CXCL9_FOM1"
"553","cg22799132",-0.00252642446915999,"CXCL9_FOM1"
"554","cg22817647",0.0011245855755038,"CXCL9_FOM1"
"555","cg22821597",0.00420714555712359,"CXCL9_FOM1"
"556","cg22829182",-0.000225574446902914,"CXCL9_FOM1"
"557","cg22849541",-0.00262848307855133,"CXCL9_FOM1"
"558","cg22880666",-0.00217526338795608,"CXCL9_FOM1"
"559","cg23090195",0.000254539002777469,"CXCL9_FOM1"
"560","cg23196584",-0.0019879322428165,"CXCL9_FOM1"
"561","cg23376554",0.00436558208135051,"CXCL9_FOM1"
"562","cg23408987",0.00305482012625684,"CXCL9_FOM1"
"563","cg23431897",-0.00134292669527945,"CXCL9_FOM1"
"564","cg23476908",-0.00448913071608897,"CXCL9_FOM1"
"565","cg23549061",-0.00557805530919618,"CXCL9_FOM1"
"566","cg23572455",-0.00201307109995399,"CXCL9_FOM1"
"567","cg23616046",0.00337429062272247,"CXCL9_FOM1"
"568","cg23627980",-0.000700188427165412,"CXCL9_FOM1"
"569","cg23892645",-0.00316241424957715,"CXCL9_FOM1"
"570","cg23959569",0.00141200078314747,"CXCL9_FOM1"
"571","cg23993836",0.00272156594673821,"CXCL9_FOM1"
"572","cg24044654",-0.00155889505408682,"CXCL9_FOM1"
"573","cg24139837",0.00313884986329033,"CXCL9_FOM1"
"574","cg24142775",0.00158202844275926,"CXCL9_FOM1"
"575","cg24263233",-0.00241870066482703,"CXCL9_FOM1"
"576","cg24268343",-0.000123623407637249,"CXCL9_FOM1"
"577","cg24350752",-0.000360268294454517,"CXCL9_FOM1"
"578","cg24392532",0.00179817279173735,"CXCL9_FOM1"
"579","cg24400478",-0.0010306187495664,"CXCL9_FOM1"
"580","cg24507210",0.00103986918260518,"CXCL9_FOM1"
"581","cg24536689",-0.000795124498157161,"CXCL9_FOM1"
"582","cg24589423",-0.00143888988461931,"CXCL9_FOM1"
"583","cg24608087",-0.00275486315310317,"CXCL9_FOM1"
"584","cg24663206",0.00130196687084568,"CXCL9_FOM1"
"585","cg24691854",0.000124305124992302,"CXCL9_FOM1"
"586","cg24850178",0.0032561651360813,"CXCL9_FOM1"
"587","cg24853313",0.0011931660023706,"CXCL9_FOM1"
"588","cg24883860",1.86848052418301e-06,"CXCL9_FOM1"
"589","cg24923543",0.00244070555801617,"CXCL9_FOM1"
"590","cg25077868",0.000735534449273347,"CXCL9_FOM1"
"591","cg25140188",0.00190991140664881,"CXCL9_FOM1"
"592","cg25172243",-0.000124990494871534,"CXCL9_FOM1"
"593","cg25250241",-0.00267239704830727,"CXCL9_FOM1"
"594","cg25273427",0.000191133321307364,"CXCL9_FOM1"
"595","cg25395546",0.000743800388990971,"CXCL9_FOM1"
"596","cg25553791",-0.00270724147026103,"CXCL9_FOM1"
"597","cg25558406",0.001205614706823,"CXCL9_FOM1"
"598","cg25614853",-0.000469837716111046,"CXCL9_FOM1"
"599","cg25621422",0.00017860884694792,"CXCL9_FOM1"
"600","cg25656978",-0.00203368978033743,"CXCL9_FOM1"
"601","cg25685838",-0.00191678291191732,"CXCL9_FOM1"
"602","cg25686125",0.000545249016092182,"CXCL9_FOM1"
"603","cg25720114",0.001246526881449,"CXCL9_FOM1"
"604","cg25828221",0.00103944053559952,"CXCL9_FOM1"
"605","cg25832410",0.000106660638777275,"CXCL9_FOM1"
"606","cg25854649",-3.78620202303996e-05,"CXCL9_FOM1"
"607","cg25908030",0.00172048140458612,"CXCL9_FOM1"
"608","cg25930738",0.00390138193286359,"CXCL9_FOM1"
"609","cg25945318",0.00149889932022828,"CXCL9_FOM1"
"610","cg25947525",0.00111701125211298,"CXCL9_FOM1"
"611","cg25993152",0.000854159370246276,"CXCL9_FOM1"
"612","cg26001150",0.00046959864064362,"CXCL9_FOM1"
"613","cg26114378",0.000282281776819045,"CXCL9_FOM1"
"614","cg26121752",0.00280150989648155,"CXCL9_FOM1"
"615","cg26222437",0.000558301191764494,"CXCL9_FOM1"
"616","cg26239772",0.000503839839237105,"CXCL9_FOM1"
"617","cg26306815",4.1899220489794e-05,"CXCL9_FOM1"
"618","cg26308359",-0.000665590126367796,"CXCL9_FOM1"
"619","cg26359958",-0.00105197734204087,"CXCL9_FOM1"
"620","cg26369916",0.000181607027314003,"CXCL9_FOM1"
"621","cg26488590",0.00104997074031533,"CXCL9_FOM1"
"622","cg26499561",-0.000179424776974544,"CXCL9_FOM1"
"623","cg26511551",0.0013346445211708,"CXCL9_FOM1"
"624","cg26557308",0.00175572937912062,"CXCL9_FOM1"
"625","cg26563418",-0.00232431354295257,"CXCL9_FOM1"
"626","cg26590811",0.000942519241749295,"CXCL9_FOM1"
"627","cg26600878",0.00639572112235425,"CXCL9_FOM1"
"628","cg26621897",-0.00419129864271295,"CXCL9_FOM1"
"629","cg26670011",-0.00175384873632224,"CXCL9_FOM1"
"630","cg26710619",-0.00171808707468603,"CXCL9_FOM1"
"631","cg26746069",0.000771177908225942,"CXCL9_FOM1"
"632","cg26791257",0.00377299238066166,"CXCL9_FOM1"
"633","cg26934726",3.68133373206701e-05,"CXCL9_FOM1"
"634","cg26950514",-0.000500715962367656,"CXCL9_FOM1"
"635","cg26959464",0.00148865056207511,"CXCL9_FOM1"
"636","cg27033183",0.0013075196870862,"CXCL9_FOM1"
"637","cg27046940",0.00062397089715316,"CXCL9_FOM1"
"638","cg27207144",0.00251207161445808,"CXCL9_FOM1"
"639","cg27268405",0.000629601872423828,"CXCL9_FOM1"
"640","cg27281559",-0.00114816435390606,"CXCL9_FOM1"
"641","cg27297105",-0.000633798777707544,"CXCL9_FOM1"
"642","cg27309655",0.00274063893863343,"CXCL9_FOM1"
"643","cg27404676",0.00453174954691791,"CXCL9_FOM1"
"644","cg27465534",0.00297885517116877,"CXCL9_FOM1"
"645","cg27483305",-0.00386940022038263,"CXCL9_FOM1"
"646","cg27488875",-0.000415927673134024,"CXCL9_FOM1"
"647","cg27492220",0.00158546061794484,"CXCL9_FOM1"
"648","cg27590199",0.00328183652247889,"CXCL9_FOM1"
"649","cg27595778",-0.000714774509780331,"CXCL9_FOM1"
"650","cg27615468",-0.00131648265453279,"CXCL9_FOM1"
"651","cg27616996",0.000158145751933709,"CXCL9_FOM1"
"652","ch.X.967194F",0.000748828693981087,"CXCL9_FOM1"
"653","cg00014118",0.000488330863450133,"CXCL9_FOM1"
"654","cg00015286",-0.000617165889562182,"CXCL9_FOM1"
"655","cg00017157",-0.0115825843820893,"CXCL9_FOM1"
"656","cg00026909",5.42107986230291e-05,"CXCL9_FOM1"
"657","cg00028022",0.00479684804873558,"CXCL9_FOM1"
"658","cg00034101",0.00270078124672064,"CXCL9_FOM1"
"659","cg00034556",-0.000106564132184759,"CXCL9_FOM1"
"660","cg00069771",0.008110968965005,"CXCL9_FOM1"
"661","cg00102166",0.00277095862812257,"CXCL9_FOM1"
"662","cg00112260",0.00122990601305396,"CXCL9_FOM1"
"663","cg00112952",-0.00518676256664456,"CXCL9_FOM1"
"664","cg00114966",-0.0010417355761007,"CXCL9_FOM1"
"665","cg00124902",0.00289704175089008,"CXCL9_FOM1"
"666","cg00132255",0.00576361019141602,"CXCL9_FOM1"
"667","cg00222472",0.000409117885793909,"CXCL9_FOM1"
"668","cg00256046",0.00429392454633769,"CXCL9_FOM1"
"669","cg00259886",0.00110677876247642,"CXCL9_FOM1"
"670","cg00279700",-0.00280421220263362,"CXCL9_FOM1"
"671","cg00292312",-0.00078580442573177,"CXCL9_FOM1"
"672","cg00294152",1.54725708995564e-06,"CXCL9_FOM1"
"673","cg00300879",3.40830660717222e-05,"CXCL9_FOM1"
"674","cg00318631",-0.000551699214842994,"CXCL9_FOM1"
"675","cg00325531",-0.00884588464928674,"CXCL9_FOM1"
"676","cg00325917",0.00194534877949449,"CXCL9_FOM1"
"677","cg00341060",0.00685710149045168,"CXCL9_FOM1"
"678","cg00345083",0.00537378684027111,"CXCL9_FOM1"
"679","cg00346208",0.00143983578348568,"CXCL9_FOM1"
"680","cg00410422",-0.00102194806840906,"CXCL9_FOM1"
"681","cg00490406",-0.00250573408005248,"CXCL9_FOM1"
"682","cg00501169",0.0221884012246861,"CXCL9_FOM1"
"683","cg00525833",0.0032508645688618,"CXCL9_FOM1"
"684","cg00547983",0.000537510982395269,"CXCL9_FOM1"
"685","cg00567190",-0.000666108332514731,"CXCL9_FOM1"
"686","cg00569500",0.000995511546210267,"CXCL9_FOM1"
"687","cg00570000",-0.00190556778210726,"CXCL9_FOM1"
"688","cg00583068",-0.000276121804952997,"CXCL9_FOM1"
"689","cg00690929",-0.000559136632261141,"CXCL9_FOM1"
"690","cg00697486",0.000417069646947936,"CXCL9_FOM1"
"691","cg00705059",0.00137975348934536,"CXCL9_FOM1"
"692","cg00712409",-0.000763740112346069,"CXCL9_FOM1"
"693","cg00784654",-0.00382862225570561,"CXCL9_FOM1"
"694","cg00791851",0.0107759442647408,"CXCL9_FOM1"
"695","cg00821310",-0.000945676265091573,"CXCL9_FOM1"
"696","cg00822399",-0.00239734840595452,"CXCL9_FOM1"
"697","cg00825252",-0.000326575766493179,"CXCL9_FOM1"
"698","cg00850481",-0.00131891627021344,"CXCL9_FOM1"
"699","cg00852317",0.00431575120514493,"CXCL9_FOM1"
"700","cg00859178",0.00511784867864012,"CXCL9_FOM1"
"701","cg00864916",-0.00619458413268088,"CXCL9_FOM1"
"702","cg00908766",-0.00730815463678014,"CXCL9_FOM1"
"703","cg00909514",0.00214317119002745,"CXCL9_FOM1"
"704","cg00912746",0.00112779236219601,"CXCL9_FOM1"
"705","cg00942920",0.00148343924684176,"CXCL9_FOM1"
"706","cg00962755",-0.000484320577617791,"CXCL9_FOM1"
"707","cg01002288",-0.00389215259716742,"CXCL9_FOM1"
"708","cg01005080",-0.00187915080731076,"CXCL9_FOM1"
"709","cg01005303",-0.00176278521955712,"CXCL9_FOM1"
"710","cg01073765",-0.000707184748187644,"CXCL9_FOM1"
"711","cg01081438",-0.0119214591319639,"CXCL9_FOM1"
"712","cg01081930",-0.000800403857143623,"CXCL9_FOM1"
"713","cg01200585",-0.000831582970269085,"CXCL9_FOM1"
"714","cg01296877",-0.0103360294372179,"CXCL9_FOM1"
"715","cg01320130",-0.00210442920548557,"CXCL9_FOM1"
"716","cg01367992",0.00197442445104982,"CXCL9_FOM1"
"717","cg01396391",0.00125618054135807,"CXCL9_FOM1"
"718","cg01419577",-0.000149335082229639,"CXCL9_FOM1"
"719","cg01427815",-0.00397980167281265,"CXCL9_FOM1"
"720","cg01501018",-0.00037007593041115,"CXCL9_FOM1"
"721","cg01515136",0.00423931037609791,"CXCL9_FOM1"
"722","cg01519464",0.0023399588887219,"CXCL9_FOM1"
"723","cg01525538",9.68192738301035e-05,"CXCL9_FOM1"
"724","cg01554529",-0.000102923238162202,"CXCL9_FOM1"
"725","cg01560900",-0.00122886543519354,"CXCL9_FOM1"
"726","cg01603234",-0.00226583189242125,"CXCL9_FOM1"
"727","cg01701555",0.00101339499902453,"CXCL9_FOM1"
"728","cg01723892",-0.00142786058101923,"CXCL9_FOM1"
"729","cg01727431",-0.00116986933730261,"CXCL9_FOM1"
"730","cg01769468",0.000615906956153727,"CXCL9_FOM1"
"731","cg01776299",0.000848977643300388,"CXCL9_FOM1"
"732","cg01787110",2.83914527647182e-05,"CXCL9_FOM1"
"733","cg01789743",0.000859746139979513,"CXCL9_FOM1"
"734","cg01796338",-0.00209908140272946,"CXCL9_FOM1"
"735","cg01812146",-0.00153598264123277,"CXCL9_FOM1"
"736","cg01821635",-0.0011222573616286,"CXCL9_FOM1"
"737","cg01904812",-0.00141323221319509,"CXCL9_FOM1"
"738","cg01931994",0.00245375503751227,"CXCL9_FOM1"
"739","cg01941243",0.000192620379308168,"CXCL9_FOM1"
"740","cg01965874",-0.00287344728757763,"CXCL9_FOM1"
"741","cg01984304",-0.0013955383987275,"CXCL9_FOM1"
"742","cg01987224",-0.00114292361244451,"CXCL9_FOM1"
"743","cg02088197",-0.00146825347114522,"CXCL9_FOM1"
"744","cg02104434",0.00105633265433486,"CXCL9_FOM1"
"745","cg02168592",-0.000591117973773251,"CXCL9_FOM1"
"746","cg02235843",-0.000824467540965011,"CXCL9_FOM1"
"747","cg02237208",-0.00114942649589853,"CXCL9_FOM1"
"748","cg02251754",0.00544630048347177,"CXCL9_FOM1"
"749","cg02289754",0.000653344174983827,"CXCL9_FOM1"
"750","cg02338963",-0.00110632664465653,"CXCL9_FOM1"
"751","cg02341264",0.00600755503561533,"CXCL9_FOM1"
"752","cg02360478",-0.000582165710237144,"CXCL9_FOM1"
"753","cg02368869",-0.00095526763643734,"CXCL9_FOM1"
"754","cg02483593",0.000337882694793065,"CXCL9_FOM1"
"755","cg02483735",-0.0034425544668482,"CXCL9_FOM1"
"756","cg02487331",-0.00755099166154389,"CXCL9_FOM1"
"757","cg02555393",4.50888453283004e-05,"CXCL9_FOM1"
"758","cg02567750",-0.00325812846022471,"CXCL9_FOM1"
"759","cg02590572",0.00114893878370135,"CXCL9_FOM1"
"760","cg02634341",0.000972393379569648,"CXCL9_FOM1"
"761","cg02637253",0.00175148698267512,"CXCL9_FOM1"
"762","cg02672232",-0.000992773863639908,"CXCL9_FOM1"
"763","cg02710004",0.00114123569640614,"CXCL9_FOM1"
"764","cg02756939",-0.00158555860051465,"CXCL9_FOM1"
"765","cg02787967",0.000693652830429893,"CXCL9_FOM1"
"766","cg02829654",0.000478179466148675,"CXCL9_FOM1"
"767","cg02840936",0.000642462616752254,"CXCL9_FOM1"
"768","cg02850689",0.000753383222099567,"CXCL9_FOM1"
"769","cg02851558",-0.000498699550000697,"CXCL9_FOM1"
"770","cg02896926",-0.0121350764471189,"CXCL9_FOM1"
"771","cg02902318",0.000261667779476996,"CXCL9_FOM1"
"772","cg02917659",-0.00625058922280008,"CXCL9_FOM1"
"773","cg02958263",0.00849454309810552,"CXCL9_FOM1"
"774","cg02959988",-8.58541866525746e-05,"CXCL9_FOM1"
"775","cg02988775",0.00116505636645749,"CXCL9_FOM1"
"776","cg03040423",-0.00905450011992264,"CXCL9_FOM1"
"777","cg03048488",-0.000146812297121675,"CXCL9_FOM1"
"778","cg03103611",-0.000433159790279607,"CXCL9_FOM1"
"779","cg03124858",-0.000374061370798501,"CXCL9_FOM1"
"780","cg03129555",-0.0038640969533723,"CXCL9_FOM1"
"781","cg03171924",0.000492049386690915,"CXCL9_FOM1"
"782","cg03192897",0.00330782259556591,"CXCL9_FOM1"
"783","cg03217227",0.000167486313880201,"CXCL9_FOM1"
"784","cg03217880",0.000981524420989416,"CXCL9_FOM1"
"785","cg03221390",0.0102538995722001,"CXCL9_FOM1"
"786","cg03254146",-0.000293386966230042,"CXCL9_FOM1"
"787","cg03258749",-3.18767377124864e-05,"CXCL9_FOM1"
"788","cg03324138",-0.00148946642444035,"CXCL9_FOM1"
"789","cg03327352",-0.000909647590325426,"CXCL9_FOM1"
"790","cg03330818",-0.00154206744146317,"CXCL9_FOM1"
"791","cg03340356",-0.00197201680481999,"CXCL9_FOM1"
"792","cg03347207",0.00318883820062936,"CXCL9_FOM1"
"793","cg03388667",-0.00443212464042195,"CXCL9_FOM1"
"794","cg03391389",-0.000489130774962544,"CXCL9_FOM1"
"795","cg03396826",-2.64305007350433e-05,"CXCL9_FOM1"
"796","cg03400623",-0.000515397738774552,"CXCL9_FOM1"
"797","cg03422552",-0.000776383478729881,"CXCL9_FOM1"
"798","cg03432774",-0.00245636646825151,"CXCL9_FOM1"
"799","cg03433033",-0.000722519063318531,"CXCL9_FOM1"
"800","cg03435735",-9.61972563067422e-05,"CXCL9_FOM1"
"801","cg03466326",0.00037134180397801,"CXCL9_FOM1"
"802","cg03526459",-0.0117632671041951,"CXCL9_FOM1"
"803","cg03651199",-0.00332922862473613,"CXCL9_FOM1"
"804","cg03688085",-0.00606177472851762,"CXCL9_FOM1"
"805","cg03748376",0.00623236511489354,"CXCL9_FOM1"
"806","cg03761543",-0.000734678643811423,"CXCL9_FOM1"
"807","cg03763457",-0.00178113934640916,"CXCL9_FOM1"
"808","cg03763518",0.00766218716014515,"CXCL9_FOM1"
"809","cg03846767",0.000371209593882906,"CXCL9_FOM1"
"810","cg03847896",-0.00121132062754382,"CXCL9_FOM1"
"811","cg03850711",0.00100972099117306,"CXCL9_FOM1"
"812","cg03921839",0.00266610732750306,"CXCL9_FOM1"
"813","cg03957235",-0.000704234370603394,"CXCL9_FOM1"
"814","cg03961283",-0.00151796979171697,"CXCL9_FOM1"
"815","cg03964373",-0.00252362687815378,"CXCL9_FOM1"
"816","cg03965207",-0.000976436188726121,"CXCL9_FOM1"
"817","cg03970567",0.00202167950070815,"CXCL9_FOM1"
"818","cg03972505",0.000337459511411291,"CXCL9_FOM1"
"819","cg03984502",0.000647893174689065,"CXCL9_FOM1"
"820","cg04011995",-0.00200749609057472,"CXCL9_FOM1"
"821","cg04012600",0.00363220880355779,"CXCL9_FOM1"
"822","cg04015962",-0.00496471286534873,"CXCL9_FOM1"
"823","cg04028570",0.00297254986501398,"CXCL9_FOM1"
"824","cg04063547",0.00168029453810773,"CXCL9_FOM1"
"825","cg04087271",-0.000134019232594707,"CXCL9_FOM1"
"826","cg04101015",0.00179951327663105,"CXCL9_FOM1"
"827","cg04131194",-0.0022382247512119,"CXCL9_FOM1"
"828","cg04132017",-0.00445074646278636,"CXCL9_FOM1"
"829","cg04140633",0.00326109093173948,"CXCL9_FOM1"
"830","cg04154653",0.0045982775373332,"CXCL9_FOM1"
"831","cg04162034",-0.0012165137723832,"CXCL9_FOM1"
"832","cg04206665",0.00175099618108536,"CXCL9_FOM1"
"833","cg04211179",0.00355277796586579,"CXCL9_FOM1"
"834","cg04217177",0.00752107114290701,"CXCL9_FOM1"
"835","cg04237608",-0.00132600695608705,"CXCL9_FOM1"
"836","cg04246708",-0.00851252271814869,"CXCL9_FOM1"
"837","cg04250837",-0.000474055938793077,"CXCL9_FOM1"
"838","cg04287574",0.000274942916627714,"CXCL9_FOM1"
"839","cg04323713",0.000811666933969392,"CXCL9_FOM1"
"840","cg04395153",0.00240940022545641,"CXCL9_FOM1"
"841","cg04502407",0.00219759843708099,"CXCL9_FOM1"
"842","cg04520340",0.000125737057207665,"CXCL9_FOM1"
"843","cg04567140",0.00136018276443295,"CXCL9_FOM1"
"844","cg04570362",-0.000515714398590895,"CXCL9_FOM1"
"845","cg04574507",0.000506469246405868,"CXCL9_FOM1"
"846","cg04610742",-0.00333975226482287,"CXCL9_FOM1"
"847","cg04631202",-0.000814369708453464,"CXCL9_FOM1"
"848","cg04673462",-0.00212618154128366,"CXCL9_FOM1"
"849","cg04720592",-0.000220697724965779,"CXCL9_FOM1"
"850","cg04725313",0.00163316805903242,"CXCL9_FOM1"
"851","cg04735660",-0.0139322557603079,"CXCL9_FOM1"
"852","cg04798314",-0.0075126055067881,"CXCL9_FOM1"
"853","cg04835511",-0.0137609881274803,"CXCL9_FOM1"
"854","cg04846232",-0.0038840120260209,"CXCL9_FOM1"
"855","cg04887124",0.00247218485656302,"CXCL9_FOM1"
"856","cg04902529",-0.00426092615345179,"CXCL9_FOM1"
